карл	карл	карл
,	,	,
пра	о	о
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
.	.	.
словамі	словами	словами
апісаць	описать	описать
немагчыма	невозможно	невозможно
.	.	.
я	я	я
,	,	,
,	,	,
што	что	что
можна	можно	можно
забіць	убить	убить
,	,	,
,	,	,
кулямі	пулями	пулями
.	.	.
таму	потому	потому
ты	ты	ты
заўтра	завтра	завтра
мой	мой	мой
дзень	день	день
нараджэння	рождения	рождения
.	.	.
адвакат	адвокат	адвокат
.	.	.
медаль	медаль	медаль
.	.	.
адны	одни	одни
суседзі	соседи	соседи
:	:	:
«	«	«
вы	вы	вы
вы	вы	вы
вы	вы	вы
—	—	—
не	не	не
вы	вы	вы
вы	вы	вы
вы	вы	вы
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
а	а	а
,	то	то
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	что	что
мы	мы	мы
.	.	.
.	.	.
.	.	.
вам	вам	вам
нашы	порядки	порядки
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	наши	наши
,	наши	наши
школы	школы	школы
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
вы	вы	вы
вы	вы	вы
вы	вы	вы
»	»	»
.	.	.
.	.	.
.	.	.
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
на	на	на
свой	свой	свой
ты	ты	ты
дрэнны	плохой	плохой
хлопчык	мальчик	мальчик
.	.	.
ты	ты	ты
б	бы	бы
:	:	:
пайсці	пойти	пойти
ў	в	в
кіно	кино	кино
ці	или	или
застацца	остаться	остаться
дома	дома	дома
па	по	по
фатаграфіі	фотографии	фотографии
.	.	.
два	два	два
вучня	ученика	ученика
пад	под	под
адным	одним	одним
?	?	?
сітуацыя	ситуация	ситуация
!	!	!
час	время	время
windows	windows	windows
я	я	я
сябе	себя	себя
госцем	гостем	гостем
.	.	.
б	бы	бы
б	бы	бы
я	я	я
я	я	я
мог	мог	мог
паслаць	послать	послать
табе	тебе	тебе
,	,	,
,	,	,
,	,	,
,	,	,
я	я	я
я	я	я
сказа	предложения	предложения
з	с	с
нумарам	номером	номером
264405	264405	264405
не	не	не
.	.	.
жалеза	железо	железо
,	,	,
пакуль	пока	пока
.	.	.
труба	труба	труба
—	—	—
музычны	музыкальный	музыкальный
інструмент	инструмент	инструмент
.	.	.
ён	он	он
ўсіх	всех	всех
класе	классе	классе
.	.	.
дзе	где	где
з	с	с
малаком	молоком	молоком
?	?	?
жыццё	жизнь	жизнь
надта	слишком	слишком
,	,	,
каб	чтобы	чтобы
.	.	.
разуменне	понимание	понимание
немагчыма	невозможно	невозможно
без	без	без
добрага	хорошего	хорошего
разумення	понимания	понимания
разумення	прошлого	прошлого
.	.	.
ён	он	он
ён	он	он
мой	мой	мой
.	.	.
.	.	.
ён	он	он
ён	он	он
мне	мне	мне
як	как	как
брат	брат	брат
.	.	.
.	.	.
чэмпіянат	чемпионат	чемпионат
свету	мира	мира
па	по	по
ў	в	в
.	.	.
вырасла	выросла	выросла
ў	в	в
.	.	.
амерыканскія	американские	американские
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
не	не	не
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
мяса	мясо	мясо
,	,	,
.	.	.
на	на	на
таго	того	того
хлопчыка	мальчика	мальчика
.	.	.
,	,	,
не	не	не
!	!	!
сонцам	ничего	ничего
сонцам	нового	нового
пад	под	под
сонцам	солнцем	солнцем
.	.	.
,	,	,
што	что	что
яна	она	она
.	.	.
два	два	два
абсалютна	абсолютно	абсолютно
.	.	.
не	не	не
з	с	с
табой	тобой	тобой
пагадзіцца	согласиться	согласиться
.	.	.
тыя	те	те
невялікія	небольшие	небольшие
,	,	,
,	,	,
ён	он	он
ён	он	он
,	,	,
,	,	,
ён	он	он
ён	он	он
на	на	на
кнігі	книги	книги
.	.	.
tatoeba	tatoeba	tatoeba
—	—	—
з	с	с
настаўнік	учитель	учитель
урывак	отрывок	отрывок
верша	стихотворения	стихотворения
.	.	.
метро	новые	новые
станцыі	станции	станции
метро	метро	метро
:	:	:
«	«	«
«	«	«
«	«	«
»	»	»
»	»	»
»	»	»
,	,	,
«	«	«
«	«	«
«	«	«
»	»	»
»	»	»
»	»	»
«	«	«
«	«	«
«	«	«
»	»	»
»	»	»
»	»	»
—	—	—
пятроўшчына	откроют	откроют
на	на	на
—	день	день
адчыняць	октябрьской	октябрьской
на	революции	революции
дзень	.	.
яго	его	его
забіла	убила	убила
.	.	.
ледзьве	едва	едва
,	,	,
каб	чтобы	чтобы
не	не	не
мяне	меня	меня
,	,	,
калі	когда	когда
я	я	я
.	.	.
ты	ты	ты
не	не	не
можаш	можешь	можешь
на	на	на
дапамогу	помощь	помощь
.	.	.
я	я	я
ключ	ключ	ключ
.	.	.
я	я	я
хачу	хочу	хочу
.	.	.
не	не	не
толькі	только	только
бейсбол	бейсбол	бейсбол
,	,	,
але	но	но
і	и	и
футбол	футбол	футбол
.	.	.
ён	он	он
напісаў	написал	написал
.	.	.
брат	большой	большой
брат	брат	брат
сочыць	следит	следит
за	за	за
табой	тобой	тобой
.	.	.
свяшчэннай	священной	священной
кнігай	книгой	книгой
мусульман	мусульман	мусульман
каран	.	.
проста	просто	просто
вашай	вашей	вашей
маладосці	молодости	молодости
.	.	.
ты	ты	ты
.	.	.
.	.	.
вось	вот	вот
сабака	собака	собака
.	.	.
а	а	а
дзе	где	где
?	?	?
кухар	повар	повар
здзівіўся	удивился	удивился
яго	его	его
.	.	.
.	.	.
«	«	«
«	«	«
«	«	«
сягоння	похоронили	похоронили
пахавалі	молочника	молочника
.	.	.
.	.	.
было	много	много
народу	народу	народу
,	,	,
,	,	,
,	,	,
,	,	,
,	потому	потому
што	все	все
ўсе	в	в
ў	деревне	деревне
вёсцы	его	его
»	»	»
»	»	»
.	.	.
.	.	.
—	—	—
—	—	—
«	«	«
«	«	«
«	«	«
,	,	,
,	,	,
,	,	,
,	,	,
так	так	так
,	в	в
лінсхотэне	молочник	молочник
?	?	?
»	»	»
»	»	»
—	—	—
—	—	—
«	«	«
«	«	«
«	«	«
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
—	—	—
свеце	мире	мире
.	.	.
магчыма	возможно	возможно
ён	он	он
сёння	сегодня	сегодня
прыйдзе	придёт	придёт
.	.	.
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
што	что	что
вельмі	очень	очень
сімпатычны	симпатичный	симпатичный
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
—	—	—
нават	даже	даже
тыя	те	те
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
хто	кто	кто
так	так	так
не	не	не
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
так	так	так
заўтра	завтра	завтра
да	к	к
першай	первой	первой
пары	паре	паре
.	.	.
птушку	птицу	птицу
,	,	,
,	,	,
,	,	,
глядзі	смотри	смотри
,	,	,
,	,	,
,	,	,
яе	неё	неё
зубоў	зубов	зубов
.	.	.
.	.	.
зубы	зубы	зубы
,	,	,
,	,	,
,	,	,
то	то	то
не	не	не
птушка	птица	птица
.	.	.
.	.	.
тэрмінова	срочно	срочно
!	!	!
я	я	я
хачу	хочу	хочу
вас	вас	вас
з	с	с
маім	моим	моим
бацькам	отцом	отцом
.	.	.
я	я	я
тэнісіст	теннисист	теннисист
.	.	.
мне	мне	мне
wxwidgets	wxwidgets	wxwidgets
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
centre	centre	centre
(	(	(
)	)	)
,	,	,
,	,	,
,	,	,
,	,	,
а	а	а
не	не	не
,	,	,
,	,	,
грошы	семью	семью
,	,	,
,	,	,
сяброў	.	.
ў	в	в
ў	в	в
паўночных	северных	северных
дыялектах	диалектах	диалектах
мовы	языка	языка
ў	в	в
ў	в	в
наступных	следующих	следующих
выпадках	случаях	случаях
.	.	.
будынак	здание	здание
пошты	почты	почты
.	.	.
у	в	в
савецкай	советской	советской
расіі	россии	россии
урок	урок	урок
настаўніка	учителя	учителя
!	!	!
на	на	на
мове	языке	языке
ты	ты	ты
хочаш	хочешь	хочешь
убачыць	увидеть	увидеть
назвы	названия	названия
жывёл	животных	животных
?	?	?
я	я	я
,	,	,
як	как	как
праблему	эту	эту
праблему	проблему	проблему
.	.	.
нас	нас	нас
урок	урок	урок
.	.	.
чорныя	чёрные	чёрные
над	над	над
горадам	городом	городом
.	.	.
я	я	я
не	не	не
курыць	курить	курить
,	,	,
для	для	для
.	здоровья	здоровья
чыя	чья	чья
чарга	очередь	очередь
?	?	?
дай	дай	дай
мне	мне	мне
ключ	ключ	ключ
ад	от	от
гэтага	этого	этого
.	.	.
я	я	я
забыў	забыл	забыл
,	,	,
як	как	как
яго	его	его
.	.	.
заўсёды	всегда	всегда
і	и	и
.	.	.
я	я	я
.	.	.
пытанне	вопрос	вопрос
казахстана	казахстана	казахстана
ў	в	в
свеце	мире	мире
.	.	.
ён	он	он
звычайна	обычно	обычно
рана	рано	рано
.	.	.
я	я	я
табе	тебе	тебе
,	,	,
што	что	что
працу	работу	работу
?	?	?
ты	ты	ты
,	,	,
як	как	как
яна	она	она
на	на	на
?	?	?
на	на	на
радзіме	родине	родине
,	,	,
,	,	,
францыі	франции	франции
,	,	,
,	,	,
tatoeba	tatoeba	tatoeba
культурным	культурным	культурным
і	и	и
сацыяльным	социальным	социальным
феноменам	феноменом	феноменом
у	в	в
слоўніку	словаре	словаре
«	«	«
gullible	gullible	gullible
»	»	»
я	я	я
заглянуў	заглянул	заглянул
у	в	в
і	и	и
кнігу	книгу	книгу
.	.	.
я	я	я
каву	кофе	кофе
.	.	.
немагчыма	невозможно	невозможно
пошта	почта	почта
,	,	,
а	а	а
то	то	то
-	-	-
банк	банк	банк
.	.	.
яго	его	его
ахвяру	жертву	жертву
ніхто	никто	никто
не	не	не
ацаніў	оценил	оценил
.	.	.
табе	тебе	тебе
?	?	?
суддзя	судья	судья
яго	его	его
да	к	к
смерці	смерти	смерти
.	.	.
гэты	этот	этот
фільм	фильм	фильм
у	в	в
сапраўднай	настоящей	настоящей
пустыні	пустыне	пустыне
.	.	.
я	я	я
ручку	ручку	ручку
.	.	.
у	в	в
целе	теле	теле
здаровы	здоровый	здоровый
дух	дух	дух
.	.	.
я	я	я
гарачы	горячий	горячий
суп	суп	суп
.	.	.
ты	ты	ты
хочаш	хочешь	хочешь
?	?	?
вельмі	очень	очень
...	...	...
людзі	люди	люди
ходзяць	ходят	ходят
у	в	в
кіно	кино	кино
?	?	?
ён	он	он
добра	хорошо	хорошо
.	.	.
ён	он	он
не	не	не
разумны	умный	умный
,	,	,
як	как	как
яго	его	его
брат	старший	старший
брат	брат	брат
.	.	.
не	не	не
поўнасцю	полностью	полностью
.	.	.
я	я	я
прыгатаваў	приготовил	приготовил
вячэру	ужин	ужин
.	.	.
наша	наша	наша
настаўніца	учительница	учительница
часам	иногда	иногда
.	.	.
для	для	для
!	!	!
давайце	давайте	давайте
.	.	.
што	что	что
саветолаг	советолог	советолог
?	?	?
не	не	не
дарога	дорога	дорога
,	,	,
а	а	а
сцежка	тропа	тропа
.	.	.
пераклад	перевод	перевод
.	.	.
на	на	на
мове	языке	языке
вы	вы	вы
ўбачыць	увидеть	увидеть
назвы	названия	названия
жывёл	животных	животных
?	?	?
еўропа	европа	европа
спадарожнік	спутник	спутник
,	,	,
мне	мне	мне
гэтыя	эти	эти
фатаграфіі	фотографии	фотографии
.	.	.
цікава	интересно	интересно
.	.	.
у	в	в
беларусі	беларуси	беларуси
жывуць	живут	живут
прадстаўнікі	представители	представители
рэлігій	религий	религий
.	.	.
image	image	image
viewer	viewer	viewer
—	—	—
праграма	программа	программа
праграма	программа	программа
для	для	для
прагляду	просмотра	просмотра
выяў	изображений	изображений
.	.	.
.	.	.
праграма	программа	программа
праграма	программа	программа
з	с	с
базавай	базовой	базовой
.	.	.
.	.	.
у	в	в
перакладзе	переводе	переводе
могуць	могут	могут
карыстальнікі	пользователи	пользователи
tatoeba	tatoeba	tatoeba
мне	мне	мне
матэматыка	математика	математика
.	.	.
сезам	сезам	сезам
,	,	,
адкрыйся	откройся	откройся
!	!	!
я	я	я
на	на	на
.	.	.
нават	даже	даже
не	не	не
загаварыць	заговорить	заговорить
мяне	меня	меня
смерці	смерти	смерти
—	—	—
ohropax	ohropax	ohropax
вецер	ветер	ветер
пяшчотна	нежно	нежно
дрэвы	деревья	деревья
.	.	.
ссср	ссср	ссср
!	!	!
не	не	не
дапамога	помощь	помощь
.	.	.
я	я	я
час	время	время
яго	времени	времени
часу	его	его
.	в	в
ты	ты	ты
,	,	,
то	то	то
я	я	я
хацеў	хотел	хотел
бы	бы	бы
запрасіць	пригласить	пригласить
цябе	тебя	тебя
на	на	на
кубачак	кофе	кофе
.	.	.
той	тот	тот
,	,	,
,	,	,
хто	кто	кто
не	не	не
не	не	не
замежных	иностранных	иностранных
моў	языков	языков
,	,	,
,	,	,
моў	ничего	ничего
не	не	не
не	не	не
пра	о	о
.	.	.
маю	времени	времени
на	на	на
чытанне	чтение	чтение
кніг	книг	книг
.	.	.
царква	церковь	церковь
,	,	,
ў	в	в
якой	которой	которой
мы	мы	мы
мяне	меня	меня
ад	от	от
гэтай	этой	этой
брат	брат	брат
памёр	умер	умер
.	.	.
я	я	я
.	.	.
бесчалавечнасць	бесчеловечность	бесчеловечность
бога	бога	бога
.	.	.
гэты	этот	этот
хлеб	хлеб	хлеб
вельмі	очень	очень
смачны	вкусный	вкусный
.	.	.
забіла	убила	убила
.	.	.
заўтра	завтра	завтра
нядзеля	воскресенье	воскресенье
.	.	.
салдаты	солдаты	солдаты
.	.	.
а	а	а
потым	потом	потом
?	?	?
я	я	я
вялікая	большая	большая
.	.	.
ты	ты	ты
п'еш	пьёшь	пьёшь
.	.	.
я	я	я
яшчэ	ещё	ещё
з	с	с
вамі	вами	вами
па	по	по
.	.	.
батарэя	батарея	батарея
!	!	!
вас	вас	вас
?	?	?
а	а	а
я	я	я
зараз	сейчас	сейчас
!	!	!
надвор'е	погода	погода
.	.	.
экстрэмісты	экстремисты	экстремисты
адмовіліся	отказались	отказались
перамовы	переговоры	переговоры
.	.	.
гэта	ничего	ничего
не	не	не
зменіць	изменит	изменит
.	.	.
там	там	там
дрэва	дерево	дерево
,	,	,
,	,	,
,	,	,
з	с	с
з	с	с
на	на	на
на	на	на
на	на	на
папяровую	бумажную	бумажную
шаўкоўніцу	шелковицу	шелковицу
,	,	,
,	,	,
,	,	,
але	но	но
з	с	с
з	с	с
карой	корой	корой
,	,	,
,	,	,
,	,	,
якога	которого	которого
на	на	на
на	на	на
на	на	на
чатыры	четыре	четыре
.	.	.
.	.	.
.	.	.
яно	оно	оно
блукання	блуждания	блуждания
.	.	.
.	.	.
.	.	.
з	с	с
з	с	с
пояс	подвеску	подвеску
на	на	на
на	на	на
на	на	на
пояс	пояс	пояс
—	—	—
не	не	не
.	.	.
.	.	.
.	.	.
з	с	с
новым	новым	новым
годам	годом	годом
!	!	!
«	«	«
,	,	,
,	кто	кто
?	?	?
?	»	»
табе	тебе	тебе
лепей	лучше	лучше
.	.	.
я	я	я
.	.	.
колькасць	количество	количество
турыстаў	туристов	туристов
ў	в	в
апошнія	последние	последние
.	.	.
на	на	на
францыі	франции	франции
.	.	.
часу	времени	времени
.	.	.
,	,	,
,	,	,
,	,	,
я	я	я
сам	сам	сам
,	,	,
,	,	,
,	,	,
мне	мне	мне
,	,	,
,	,	,
,	,	,
імператар	император	император
!	!	!
амазонка	амазонка	амазонка
па	по	по
даўжыні	длине	длине
ў	в	в
рака	после	после
,	,	,
шмат	много	много
старадаўніх	старинных	старинных
манет	монет	монет
.	.	.
хітрасць	хитрость	хитрость
.	.	.
ў	в	в
,	,	,
.	.	.
нашы	наши	наши
продкі	предки	предки
астралогію	астрологию	астрологию
.	.	.
ён	он	он
яшчэ	ещё	ещё
,	,	,
,	,	,
так	но	но
не	не	не
так	так	так
,	,	,
,	,	,
што	то	то
,	,	,
што	что	что
я	я	я
хацеў	хотел	хотел
.	.	.
яго	его	его
сяброўка	подруга	подруга
—	—	—
японка	японка	японка
.	.	.
ён	он	он
працягнуў	продолжил	продолжил
эксперымент	эксперимент	эксперимент
.	.	.
«	«	«
!	!	!
»	»	»
рэкламавалі	с	с
з	помощью	помощью
спаму	.	.
чаму	почему	почему
вы	вы	вы
не	не	не
прыйшлі	пришли	пришли
?	?	?
заўтра	завтра	завтра
дзень	день	день
.	.	.
адзін	один	один
нас	нас	нас
.	.	.
дзе	где	где
повар	повар	повар
?	?	?
ты	ты	ты
што	что	что
,	,	,
не	не	не
на	на	на
веласіпедзе	велосипеде	велосипеде
?	?	?
закрыўшы	закрыв	закрыв
,	,	,
я	я	я
пайшоў	пошёл	пошёл
.	.	.
вазьмі	возьми	возьми
за	за	за
правіла	правило	правило
ўставаць	вставать	вставать
у	в	в
шэсць	шесть	шесть
.	.	.
дзіця	ребёнок	ребёнок
яшчэ	ещё	ещё
не	не	не
хадзіць	ходить	ходить
.	.	.
бацька	отец	отец
сын	сын	сын
.	.	.
ён	он	он
прыехаў	приехал	приехал
англіі	англии	англии
.	.	.
не	не	не
шумі	шуми	шуми
.	.	.
:	:	:
``	``	``
''	''	''
маці	мать	мать
.	.	.
машына	эта	эта
машына	машина	машина
такая	такая	такая
дарагая	дорогая	дорогая
,	,	,
як	как	как
я	я	я
?	?	?
той	тот	тот
,	,	,
,	,	,
хто	кто	кто
шлях	путь	путь
,	,	,
,	,	,
заўсёды	всегда	всегда
спакойны	спокойный	спокойный
.	.	.
давайце	давайте	давайте
на	на	на
.	.	.
вечар	вечер	вечер
.	.	.
салдаты	солдаты	солдаты
пад	под	под
агонь	огонь	огонь
ворага	врага	врага
.	.	.
колькі	сколько	сколько
каштуе	стоит	стоит
гэта	это	это
сукня	платье	платье
?	?	?
ў	в	в
аўтамабіль	автомобиль	автомобиль
і	и	и
мяне	меня	меня
.	.	.
вечар	вечер	вечер
,	,	,
як	как	как
вашы	ваши	ваши
справы	дела	дела
?	?	?
ты	ты	ты
не	не	не
здагадаўся	догадался	догадался
закрыць	закрыть	закрыть
?	?	?
—	—	—
мова	язык	язык
ў	в	в
свеце	мире	мире
.	.	.
сусвеце	вселенной	вселенной
шмат	много	много
галактык	галактик	галактик
.	.	.
не	не	не
нож	нож	нож
нож	нож	нож
.	.	.
.	.	.
вось	вот	вот
нож	нож	нож
нож	нож	нож
.	.	.
.	.	.
часопіс	журнал	журнал
домбра	домбра	домбра
на	на	на
,	,	,
рускай	и	и
англійскай	языках	языках
мовах	.	.
я	я	я
я	я	я
прыйшла	пришла	пришла
,	,	,
,	,	,
я	я	я
я	я	я
,	,	,
,	,	,
табе	тебе	тебе
,	,	,
,	,	,
,	,	,
,	,	,
што	что	что
я	я	я
не	не	не
.	.	.
калі	когда	когда
ты	ты	ты
нашу	нашу	нашу
газету	газету	газету
!	!	!
няхай	пусть	пусть
гісторыя	история	история
табе	тебе	тебе
урокам	уроком	уроком
.	.	.
хутчэй	поскорее	поскорее
.	.	.
ты	ты	ты
,	,	,
што	что	что
я	я	я
?	?	?
мы	мы	мы
можам	можем	можем
?	?	?
вы	вы	вы
,	,	,
каб	чтобы	чтобы
.	.	.
прадукты	продукты	продукты
з	с	с
для	для	для
чалавечага	человеческой	человеческой
жыцця	жизни	жизни
.	.	.
,	,	,
што	что	что
ніхто	никто	никто
тут	здесь	здесь
не	не	не
.	.	.
колькі	сколько	сколько
на	на	на
?	?	?
ці	или	или
ці	или	или
не	не	не
не	не	не
хочуць	хотят	хотят
,	,	,
ці	или	или
ці	или	или
не	не	не
не	не	не
могуць	могут	могут
.	.	.
я	я	я
сам	сам	сам
з	с	с
сабой	собой	собой
.	.	.
!	!	!
!	!	!
не	не	не
кладзіце	кладите	кладите
трубку	трубку	трубку
!	!	!
!	!	!
я	я	я
яблык	яблоко	яблоко
.	.	.
я	я	я
новы	новый	новый
тэлевізар	телевизор	телевизор
.	.	.
не	не	не
.	.	.
не	не	не
,	,	,
добра	хорошо	хорошо
.	.	.
ён	он	он
француз	француз	француз
.	.	.
не	не	не
,	,	,
мяне	будет	будет
мяне	меня	меня
час	время	время
.	.	.
я	я	я
пайду	пойду	пойду
.	.	.
з	с	с
з	с	с
з	с	с
з	с	с
гэтым	этим	этим
сказам	предложением	предложением
ў	в	в
парадку	порядке	порядке
,	,	,
,	,	,
але	но	но
я	я	я
,	,	,
,	,	,
што	что	что
не	не	не
бы	бы	бы
сёння	сегодня	сегодня
панядзелак	понедельник	понедельник
.	.	.
,	,	,
павольна	медленно	медленно
.	.	.
ніхто	никто	никто
не	не	не
,	,	,
што	что	что
з	с	с
ім	ним	ним
.	.	.
горная	горная	горная
была	была	была
мяккай	мягким	мягким
коўдрай	одеялом	одеялом
,	,	,
па	по	по
было	легко	легко
ісці	идти	идти
.	.	.
.	.	.
не	не	не
нас	нас	нас
!	!	!
ён	он	он
.	.	.
мне	мне	мне
гэтай	этой	этой
гэтай	ночью	ночью
.	.	.
я	я	я
навучыўся	научился	научился
па	по	по
яго	его	его
.	.	.
фатограф	фотограф	фотограф
здымак	снимок	снимок
майго	моего	моего
дома	дома	дома
усе	все	все
.	.	.
зразумела	понятно	понятно
,	,	,
чаму	почему	почему
ты	ты	ты
не	не	не
хочаш	хочешь	хочешь
туды	туда	туда
ісці	идти	идти
.	.	.
ён	он	он
напісаў	написал	написал
кнігу	книгу	книгу
пра	о	о
.	.	.
ён	он	он
па-англійску	по-английски	по-английски
лепей	лучше	лучше
.	.	.
мы	мы	мы
.	.	.
ён	он	он
і	и	и
будызм	буддизм	буддизм
у	в	в
універсітэце	университете	университете
.	.	.
я	я	я
ніколі	никогда	никогда
не	не	не
біялогію	биологию	биологию
.	.	.
яго	его	его
вёсцы	все	все
ў	в	в
вёсцы	деревне	деревне
.	.	.
як	как	как
надвор	погода	погода
е	?	?
мне	мне	мне
,	,	,
,	,	,
,	,	,
,	,	,
кубак	кофе	кофе
.	.	.
не	не	не
так	так	так
гэта	плохо	плохо
.	.	.
цмок	дракон	дракон
—	—	—
.	.	.
хто	кто	кто
аўтар	автор	автор
гэтага	этого	этого
?	?	?
як	как	как
часта	часто	часто
ты	ты	ты
яго	его	его
?	?	?
мае	мои	мои
думкі	мысли	мысли
да	к	к
вуліц	улиц	улиц
.	.	.
я	я	я
.	.	.
на	на	на
я	я	я
хачу	хочу	хочу
памерці	умереть	умереть
разам	вместе	вместе
з	с	с
.	.	.
абодва	оба	оба
правільныя	правильные	правильные
.	.	.
з	с	с
мужам	мужем	мужем
.	.	.
жонка	жена	жена
жонка	плохо	плохо
машыну	машину	машину
.	.	.
фільмаў	фильмов	фильмов
,	,	,
,	,	,
якія	которые	которые
,	,	,
,	,	,
памерці	умереть	умереть
.	.	.
я	я	я
дам	дам	дам
тому	тому	тому
.	.	.
табе	тебе	тебе
,	,	,
ці	или	или
.	.	.
не	не	не
хвалюйся	волнуйся	волнуйся
,	,	,
,	,	,
.	.	.
.	.	.
.	.	.
.	.	.
.	.	.
.	.	.
мы	мы	мы
,	,	,
,	,	,
што	что	что
так	так	так
лепей	лучше	лучше
для	для	для
ўсіх	всех	всех
.	.	.
.	.	.
.	.	.
усяму	всему	всему
час	своё	своё
час	время	время
.	.	.
«	«	«
«	в	в
нас	время	время
час	уже	уже
няма	никаких	никаких
ніякіх	чудес	чудес
»	»	»
,	,	,
,	,	,
—	—	—
скажа	тебе	тебе
табе	тот	тот
,	,	,
,	,	,
,	кто	кто
не	не	не
бачыць	.	.
,	,	,
гасцям	гостям	гостям
каву	кофе	кофе
.	.	.
не	не	не
сонца	солнце	солнце
калі	когда	когда
я	я	я
прачнуўся	проснулся	проснулся
,	,	,
мяне	меня	меня
горла	горло	горло
.	.	.
я	я	я
напісала	написала	написала
кнігу	эту	эту
кнігу	книгу	книгу
.	.	.
магазін	магазин	магазин
.	.	.
я	я	я
не	не	не
хачу	хочу	хочу
нікога	никого	никого
сёння	сегодня	сегодня
.	.	.
не	не	не
.	.	.
я	я	я
ўчора	вчера	вчера
кнігу	книгу	книгу
.	.	.
—	—	—
краіна	страна	страна
ў	в	в
паўднёвай	южной	южной
амерыцы	америке	америке
.	.	.
ён	он	он
ў	в	в
банку	банке	банке
.	.	.
творчы	творческий	творческий
крызіс	кризис	кризис
.	.	.
ён	он	он
мала	мало	мало
жывёлу	животное	животное
.	.	.
выпіце	выпейте	выпейте
.	.	.
я	я	я
прачнуўся	проснулся	проснулся
і	и	и
у	в	в
пакоі	комнате	комнате
злодзея	вора	вора
.	.	.
каліфорнія	калифорния	калифорния
горад	город	город
ў	в	в
.	.	.
ён	он	он
узяў	взял	взял
ручку	ручку	ручку
і	и	и
пачаў	начал	начал
я	я	я
не	не	не
,	,	,
,	,	,
,	,	,
навошта	зачем	зачем
ва	в	в
алфавіце	алфавите	алфавите
мяккі	мягкий	мягкий
знак	знак	знак
:	:	:
на	на	на
мой	мой	мой
погляд	взгляд	взгляд
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
ён	он	он
трыццаці	тридцати	тридцати
долараў	долларов	долларов
у	в	в
некаторых	некоторых	некоторых
абласцях	областях	областях
францыі	франции	франции
доступ	доступ	доступ
да	к	к
для	для	для
сайтаў	взрослых	взрослых
.	.	.
ён	он	он
не	не	не
не	не	не
не	не	не
толькі	только	только
не	не	не
не	не	не
не	не	не
,	,	,
але	но	но
не	не	не
не	не	не
не	не	не
працу	работу	работу
.	.	.
ты	ты	ты
хто	кто	кто
?	?	?
ён	он	он
жывёлы	животного	животного
,	,	,
каб	чтобы	чтобы
пачуць	услышать	услышать
гук	звук	звук
.	.	.
я	я	я
хачу	хочу	хочу
быць	быть	быть
чараўніком	волшебником	волшебником
.	.	.
я	я	я
застануся	останусь	останусь
дома	дома	дома
не	не	не
кроў	кровь	кровь
.	.	.
.	.	.
кроў	свёкла	свёкла
.	.	.
.	.	.
я	я	я
не	не	не
так	так	так
з	с	с
сямнаццаці	семнадцати	семнадцати
.	.	.
я	я	я
выпадкова	случайно	случайно
!	!	!
у	в	в
сям'і	семье	семье
шмат	много	много
людзей	людей	людей
.	.	.
я	я	я
п'ю	пью	пью
каву	кофе	кофе
.	.	.
,	,	,
да	к	к
!	!	!
ты	ты	ты
,	,	,
як	как	как
ён	он	он
выходзіў	выходил	выходил
?	?	?
ніколі	никогда	никогда
не	не	не
,	,	,
што	что	что
будучыня	будущее	будущее
.	.	.
як	как	как
вас	вас	вас
завуць	зовут	зовут
?	?	?
вы	вы	вы
далі	дали	дали
мне	мне	мне
самалёт	самолёт	самолёт
спазніўся	опоздал	опоздал
дрэннае	плохой	плохой
.	.	.
!	!	!
яго	его	его
веласіпед	велосипед	велосипед
.	.	.
слова	слово	слово
ў	в	в
мове	языке	языке
?	?	?
